,raw_text,label
8153,Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve,neutral
8154,"Check out "" @Legiondachosen1 ft. Big Hit - My Life's A Movie (snippet) - Prod. by @LegiondaChosen1"" - http://t.co/XjTCc7j7 #Google Me!!",neutral
8155,Just because you follow me on #twitter does NOT mean we cool. As you can see I didnt follow yo thirsty ass back. #dummy -.- xD,neutral
8156,Infinite digital dusting RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/8m7gN6iN,neutral
8157,"When protestors in began trying to rescue trapped 
",neutral
8158,Steve #Bullmer says it's hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales.,neutral
8159,"Some Indian politicians still need this lucky charm -- a campaign bus. 
",neutral
8160,Dear @Apple iMessage client for desktop please :),neutral
8161,"Now gets license to raid -- without citing grounds. 
",neutral
8162,Samsung and #Google Announce Galaxy Nexus and #Android 4.0–Ice Cream Sandwich http://t.co/g6EOfUYY #news #android40,neutral
8163,#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/zYKEr3ax via @engadget,neutral
8164,"WATCH Union Budget 2017 LIVE on ABP News 11:00 AM onwards 
",neutral
8165,"44 feared killed as bus falls into River Tons in Nerwa area of district: police. 
",neutral
8166,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management,neutral
8167,A Child’s-Eye View Of #Microsoft’s #Kinect For Kids: http://t.co/xW1ACTtj | #solutions #Kasper,neutral
8168,"RT @webseoanalytics: #SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google",neutral
8169,#twitter and fb# off,neutral
8170,RT @Gaabisfc_: My #twitter age is 219 days 12 hours 26 minutes 28 seconds. Find out yours at http://t.co/eOCFm1kD #twittertime,neutral
8171,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri,neutral
8172,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple,neutral
8173,RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq,neutral
8174,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri,neutral
8175,"8 core sectors slow down to 1% in Feb 2017 against 9.4% in Feb 2016. 
",neutral
8176,"nitee
#Twitter & #Followers",neutral
8177,#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam,neutral
8178,"Why grabbing footpaths is good business for everyone (except pedestrians).  
",neutral
8179,RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft,neutral
8180,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 26,neutral
8181,"From old a street directory, and shopping directory, rolled into one. 
",neutral
8182,My thoughts on tonight's #Google Ice Cream Sandwich and #Samsung Galaxy Nexus talk: http://t.co/gu7ScKXL,neutral
8183,@AsimRang @apple @umber well so far ive seen it for apps,neutral
8184,"Sajeda Momin on why as CM is a logical milestone of the death of the 
",neutral
8185,#Microsoft and #Nokia Announce suite of ‘Microsoft Apps’ for Nokia’s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75,neutral
8186,"The oath taking of new UP CM  to take place at 5 pm on Sunday: Keshav Prasad Maurya 
",neutral
8187,It Is Indeed #Apple & #Google vs #TheOldWay!,neutral
8188,Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE,neutral
8189,"#Android #Google Samsung's Galaxy Nexus - It's Official, It's Headed For Global Availability, And It's... http://t.co/TI9Hy8LW #DhilipSiva",neutral
8190,"#Android #Google Official Galaxy Nexus Site Goes Live, Highlights Ice Cream Sandwich And Galaxy Nexus... http://t.co/4ijvupvq #DhilipSiva",neutral
8191,"How has become epicentre of industry in Bihar. 
",neutral
8192,"@notleifgarrett @apple wished their on hold music played ""Pictures of You"".",neutral
8193,"1st round of talks held, without hawks. 
",neutral
8194,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease,neutral
8195,New post: Microsoft Windows 7 Home Premium http://t.co/FkruCQIs #Home #Microsoft #Premium,neutral
8196,"Microsoft's CEO, Steve Ballmer critics the user friendliness of Android. #Android #Google #Microsoft #WP7 http://t.co/rbEv95eE",neutral
8197,"""Metro (design language)"" http://t.co/r7RdW1PH Microsoft took inspiration from King County Metro! #microsoft #metro #windows8 #bus",neutral
8198,"Minister, to  MPs join camp; frets and tends to flock.
",neutral
8199,we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft,neutral
8200,"Bihar sets Rs25lakh fee for who skip after subsidised education. 
",neutral
8201,"It was the day of left-arm turners, and took aol instant messanger at money in and more. 
",neutral
8202,@IDGAFBoutYou llssss.yea I kno.lol.I ain't been fuckin wit dis joint.I guess #twitter missed me tho huh.slsss.lol,neutral
8203,"RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion",neutral
8204,pinto el sueño #Twitter #OFF,neutral
8205,"Akhilesh to meet newly elected SP MLAs today, to decide on new legislative party leader  future course of action. Will also
",neutral
8206,"India's force wants 20 MPs named and shamed for antics. 
",neutral
8207,"Supreme Court says final hearing of disputes case from July 11.
",neutral
8208,"Yogi as PM, Sunday holiday for recruits, on the Moon. And more. Also in epaper. 
",neutral
8209,@garbage Welcome to #Twitter!,neutral
8210,"Amit Roy on tour in 
",neutral
8211,New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones,neutral
8212,GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished,neutral
8213,"RT @iLoveMyTats: Lmao. RT @MissAyunnaaa Well that's my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol",neutral
8214,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...,neutral
8215,«@BigBellyBigCuz RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.»,neutral
8216,"""Kanye West has added you to his circles."" yeah, right. #galaxynexus #google #ics",neutral
8217,"After plan to cap fees, private put expansion on hold. 
",neutral
8218,Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.,neutral
8219,"Who drafted challenge to high court order in case, bureaucrats wonder. 
",neutral
8220,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?,neutral
8221,"CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces » http://t.co/PbwdSTmb http://t.co/0D4xV6D3",neutral
8222,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter,neutral
8223,Got to do it!RT @ElderMLTillerJr: I am cracking up at @BishopWSThomas advertising for #Twitter LOL,neutral
8224,Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO,neutral
8225,"After 23 years, increase ordered in  for workers. 
",neutral
8226,@Apple why no Macbook mirroring onto AppleTV via #Airplay?,neutral
8227,More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,neutral
8228,"Ignorance and shape Indians' attitude towards 
",neutral
8229,"Bonhomie between and strikes a chord on the ground. 
",neutral
8230,1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft,neutral
8231,"After break with Russia, opens entertainment TV market to 
",neutral
8232,"Akhilesh keeps options open on 
",neutral
8233,"No govt probe yet into video on by army. 
",neutral
8234,Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.,neutral
8235,#Twitter Off!,neutral
8236,#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4,neutral
8237,"Premier Calcutta ransacked over death,  has it all, but no arrests yet. 
",neutral
8238,"Opposition creates ruckus in over trust vote, House adjourned till 3pm.
",neutral
8239,"Judge blocks Trump's ban --effective nationwide 
",neutral
8240,He Like Kissing The Little Pink Puss Lls #Twitter This After Dark,neutral
8241,"Pak terms for access, model for Modi, activist is killed, and more. Also in epaper. 
",neutral
8242,RT @stuartmiles: http://t.co/hM2x3yim via @pocketlint #moto #google #android,neutral
8243,High as a mother fucker I'm addicted to #Twitter can't even go to sleep lol,neutral
8244,@cpmorris congrats on joining #twitter,neutral
8245,#Twitter&FBOff,neutral
8246,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/Jrc4qstJ,neutral
8247,@PuraGenteBienAv me podrian dar el #face o #twitter del chavito qe siempre traee lentess transparentes le dicn #chicken little x fiiss :),neutral
8248,#goodmourning #twitter,neutral
8249,#SEO Tip:Redirect http://t.co/IWeHzOqX to http://t.co/YQYNjBdy by using 301 redirection. #google #yahoo #bing #web,neutral
8250,@Presidential_FU  do me wrong #twitter,neutral
8251,RT @HPC_Guru: LINQ to #HPC: #Microsoft closes in on delivering its own #Hadoop competitor http://t.co/rsRmJPob #dryad #BigData via @mary ...,neutral
8252,Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u,neutral
8253,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 29,neutral
8254,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!,neutral
8255,Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google,neutral
8256,"From panchayat to Parliament seems to be boss Amit Shah's goal. 
",neutral
8257,RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft,neutral
8258,"So you thought the has made transparent? 
",neutral
8259,RT @BatzayaB: #Google #Android Ice Cream Sandwich 4.0 (photos) http://t.co/XlJBYgIS,neutral
8260,"BJP sees stamp missing in choice. 
",neutral
8261,@SGarney I put the picture up on #twitter. I did it cause everyone on twitter is cool and your not. #getsamanthaofftwittereveryone,neutral
8262,"Top law advisor backs use of human shield, but some veteran generals see breach. 
",neutral
8263,#microsoft ‘People-Centric’ Windows Phone 7.5 Update Released http://t.co/oImNAkVf,neutral
8264,"Corrected. Thanks.
",neutral
8265,"Trump administration resists economics of and visas for Indian companies. 
",neutral
8266,"hmm, that should have read 'the milky white film of busyness' :D #vs2010 #microsoft",neutral
8267,"ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BULLSHIT .",neutral
8268,"57.36% turnout in fifth phase of voting ends by  large peacefully in 51 assembly seats: UP CEO T Venkatesh
",neutral
8269,Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft,neutral
8270,RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...,neutral
8271,iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet,neutral
8272,Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus,neutral
8273,"Addicted to this new game #tripletown on #Google+,",neutral
8274,"@adityasood @apple @Quora I totally agree, was talking w/friends about that yesterday. Siri Everywhere!",neutral
8275,New #Google #Nexus -&gt; http://t.co/qR1eijhw,neutral
8276,"- #twitter please forgive my last slew of tweets I'm having a rough night , but I pray you'll forgive me .#tosleepigo",neutral
8277,Sounds like #CJ20K is going down sooner than later. #twitter #lookout,neutral
8278,ok man down... I will own #TWITTER 2morrow!,neutral
8279,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life,neutral
8280,Told myself I was in the bed #early tonite & somehow I end up back in the computer lab on #Twitter...smh guess it's the #Gemini in me,neutral
8281,"SC to hear petition challenging Bombay HC order on beef ban
",neutral
8282,"India's growth rate at constant market prices for 2016-17 seen at 7.1% 
",neutral
8283,"AAP govt moves SC for setting up 5-judge constitution bench to decide the appeal on HC verdict holding LG as Delhi's administ
",neutral
8284,woke  up  dis  morning  so  i'm  stil  alive #twitter,neutral
8285,#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh,neutral
8286,"MCD polls: releases second list of 127 candidates
",neutral
8287,@iTaylor_Simpson u post on #twitter to much like ery 5 sec #Damn,neutral
8288,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters,neutral
8289,#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/AgC6PCz7 #harshgandhitk,neutral
8290,@jacobstanton2 @Ryan_Burke4 doesn't take much to be cool on #twitter,neutral
8291,#Google unveils next iteration of #Android - #icecreamsandwich - with several revamps incl facial recognition security http://t.co/xMrZVkav,neutral
8292,"Ashok V Desai notes that is yet to say a word on whether achieved its goals. 
",neutral
8293,#Microsoft Office v. X for Mac [Old Version] Review: Computer Software Plus  Education Computer Software Sales http://t.co/4GdWlnNM,neutral
8294,@jpobrien11 or windows bridge for windows phones and don't try and pretend apple didn't steal the notification bar from #google #droidtweets,neutral
8295,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple,neutral
8296,#Ballmer On Not Buying #Yahoo: “Sometimes You’re Lucky” via @techcrunch http://t.co/MrjkOXnO #Microsoft,neutral
8297,"Car sales recover from in all regions -- barring east and  
",neutral
8298,"After fracas over overbilling, Bengal drafts Bill to check bills. 
",neutral
8299,#Twitter it's been a pleasure but I have to go exercise and eat dinner! Possibly be back b4 I sleep? We'll c! I am #BLESSED & we all are! =),neutral
8300,"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data.",neutral
8301,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?,neutral
8302,"Indian hold promise in battle against 
",neutral
8303,Funny how #samsung didn't have the #facebook app on their #galaxynexus demo but instead had #google+ LOOL.,neutral
8304,On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
8305,@Apple Scrapple. (:,neutral
8306,Novo #Nick in #twitter. Hehe'  (:,neutral
8307,#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems,neutral
8308,"Amulya Patnaik has been appointed new Delhi police commissioner. Patnaik is a 1985 AGMUT cadre IPS officer. 
",neutral
8309,"Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app.",neutral
8310,#Google thinks your digital books belong on a digital bookcase - a #WebGL #Chrome experiment http://t.co/2LqpqF6F,neutral
8311,"3 queens take centrestage. 
",neutral
8312,"Supreme Court seeks govt's response on a plea to frame national policy to promote and 
",neutral
8313,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK,neutral
8314,Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB,neutral
8315,RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft,neutral
8316,My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime,neutral
8317,"In Tamil Nadu, has the numbers, claims he has the masses. Who decides? 
",neutral
8318,#Google's #Android 4.0 Development Plan: Make Android Prettier http://t.co/7X0OFPuq @paidcontent,neutral
8319,"HRD to stop funding research on  social exclusion, report  
",neutral
8320,Windows Phone firmware updates due next week to enable Internet Sharing http://t.co/yPF60YEe #microsoft #windows,neutral
8321,RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft,neutral
8322,#twitter OFF&lt;3,neutral
8323,Increase your #twitter followers and or your #fan count via -http://bit.ly/qMc4K7,neutral
8324,"Imagine paying a of Rs500 -- in 1863. 
",neutral
8325,"puts forth searching questions to liquor baron on the disclosure of his assets to the court.
",neutral
8326,Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT,neutral
8327,"@gsmarena_com Talk, talk, talk... release the phone already, before they are completely obsolete #Nokia #Microsoft",neutral
8328,Exciting news: #Microsoft Names @Metalogix a Managed Partner in the High Potential ISV Group http://t.co/rHkqYXo2 #sharepoint,neutral
8329,"yes, i am live tweeting my @apple tech support call. Isn't this fun?",neutral
8330,"Passenger opens an chute of aircraft that was  taxiing at Mumbai airport; 1 injured.
",neutral
8331,"Having pulled up for negligence  Bengal CM orders party not to meddle. 
",neutral
8332,"If you've been struggling to get hold of me, I'm back online with a new iPhone - thanks @apple",neutral
8333,"Everything Can Be A Digital Surface Now, Courtesy Microsoft, Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon",neutral
8334,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo",neutral
8335,RT @LIL_HAM05: @Nikki_BoBo #Twitter after dark,neutral
8336,Bedtime good night #twitter #goodnightworld,neutral
8337,A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/nzhbzzW3 via @TechCrunch,neutral
8338,I hate when my phne do what it want on #twitter,neutral
8339,#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer,neutral
8340,"Why no one suggested names of and for ICC meeting. 
",neutral
8341,"Hole's in armour, a key minister who comments freely, Modi's bug, and more. Also in epaper 
",neutral
8342,"Let's be honest #twitter, nothing's #trending en #español.",neutral
8343,I just noticed that #google+ has introduced real time search.,neutral
8344,"Importance of fastening with waistband revealed as wins trust vote. 
",neutral
8345,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/XPGHLC2o",neutral
8346,#SamsungGalaxyNexus #google #android http://t.co/GIhTHeIJ,neutral
8347,Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..,neutral
8348,"India plans to deport refugees. 
",neutral
8349,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/STIfQWTU",neutral
8350,"Supreme Court names former CAG as head of 4-member panel of administrators to run 1/3
",neutral
8351,"Pitched battles in progress in DU as ABVP disrupts Ramjas march to Maurice Nagar PS 
",neutral
8352,“@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJ”,neutral
8353,"In 7 Days: The BJP's 'good dynastic parties, Bengalis get their local again, and more. 
",neutral
8354,"Karate kid, skittles and cranberry juice. Goodnight #twitter",neutral
8355,"has accepted the resignation of Shri Manohar Parrikar from the Council of Ministers with immediate
",neutral
8356,"booiiiii
me feeel like some slp a come on
Gd nite #twitter",neutral
8357,getn off gn #twitter,neutral
8358,"Ballmer On Not Buying Yahoo: 
http://t.co/ypM4GXf9 

#Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer",neutral
8359,Can you add multiple queues to the workspace in MS CRM Online 2011? ..and how? #microsoft #crm #queues #customerservice,neutral
8360,"Sukanta Chaudhuri on and what it means for Indian 
",neutral
8361,"I married a Maoist by Swati Sengupta 
",neutral
8362,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E,neutral
8363,"Backlash after hails as a 'true patriot'. 
",neutral
8364,"Attending #mobilemem , listening to James Kelley from @apple .",neutral
8365,"changes stance from accommodative to neutral.
",neutral
8366,#Tweetdeck working but not #Twitter for #Android,neutral
8367,Built in panorama in camera app #Android 4.0 #ICS #Google,neutral
8368,RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung,neutral
8369,Goodnight #twitter ,neutral
8370,"Cong forced to  adjournments in pre-noon session over alleged misuse of ED and CBI against opposition Chief Ministers.
",neutral
8371,"Sachin Tendulkar on his 2nd innings, the 3 Ds that lead to greatness, and more. 
",neutral
8372,What's up #twitpeeps? How's every @apple user liking iOS 5?,neutral
8373,Ever post something to the wrong circles?  #google+,neutral
8374,Welcome to #twitter @jackpot15!!,neutral
8375,AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP,neutral
8376,"Can a man equated with the Great Leap backwards talk of asks Mukul Kesavan. 
",neutral
8377,WOW that #AmberCole video hit #Google!! I'm done haha.....,neutral
8378,@deferom lol omg you should write #none #twitter #foreveralone. Don't forget the hashtags.,neutral
8379,@TreyRatcliff Congrats on making it to the #google #android 4.0 demo :) http://t.co/EPIv7ny5 #icecreamsandwich,neutral
8380,"I congratulate Shri. Narendra Modi and the BJP on their victory in Uttar Pradesh  Uttarakhand
",neutral
8381,"RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC, covering  #Microsoft. You ...",neutral
8382,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri,neutral
8383,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!,neutral
8384,"U can't see who RTed Ur stuff, & this is because of #twitter #censorship? Jeez, people. It's #binaryfaires teaching your vain ass a lesson!",neutral
8385,"8 killed in election violence, record low turnout. 
",neutral
8386,"Full expected in a month or two: Arvind Subramanian.
",neutral
8387,Do real thugs have #twitter? #confusedbymytimeline,neutral
8388,"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/3GC0UEPM",neutral
8389,"#ihateitwhen i think of a cool twit,by da tym i grab da fone & load #twitter i would have forgotten it!!! #dumbass",neutral
8390,"Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!",neutral
8391,"What Supreme Court said about welfare schemes and proof. 
",neutral
8392,"search #facebook for ""FACEBOOK/TWITTER INDIE ARTIST MUSIC NETWORK (WORLDWIDE)
"" add yourself for more #twitter followers! network here!",neutral
8393,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :),neutral
8394,What Is A #Facebook “Like” Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter,neutral
8395,#2000tweets !!!! #milestone #twitter,neutral
8396,#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb,neutral
8397,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!,neutral
8398,engineers #google Manny Marroquin #MannyMarroquin,neutral
8399,"3 publishers close suit against photocopying of 
",neutral
8400,@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings,neutral
8401,On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
8402,Finally off to bed..Nighty night #twitter world!,neutral
8403,Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz,neutral
8404,"KP Nayar on why discrediting military justice system will not help case. 
",neutral
8405,#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,neutral
8406,"#Microsoft's Ballmer Trashes Android, Touts Skype
 http://t.co/96BMOxv4",neutral
8407,"Amazes me, I set up a #GMail address and have yet to use it even once and it's getting a ton of spam #Google",neutral
8408,#TroyHopson needs a #twitter. Swear,neutral
8409,RT @JLachance04: What a day @davislachance and @braedonrice get #twitter @BigDenMoments,neutral
8410,Google Adsense Tools http://t.co/2IjBZdvn #Adsense #Google #Tools,neutral
8411,"Mukul Kesavan on who ought to (and not who will) win in 
",neutral
8412,RT @wbasinger: RT @TeachHub: 50 Ways to Use #Twitter in the Classroom http://t.co/AFHx3m2n,neutral
8413,"After outcry, U.S. loosens curb on re-entry by green card holders 
",neutral
8414,Microsoft applies for celebrity search patent #microsoft #bing http://t.co/mfgQuZKU #neowin,neutral
8415,For all the bookworms out there! http://t.co/Mx2bMy3o #Google’s Infinite Bookcase: An Abstract Browser For Limitless Libraries #technews,neutral
8416,Samsung Galaxy Nexus & Android 4.0 Quick Specs - http://t.co/s1QfUznv #galaxynexus #android #ics #samsung #google,neutral
8417,#LOVATICS! Wanna be in a fan book for @ddlovato let me know and ill send wat needs2b in it via #twitter,neutral
8418,Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/TCKtgpBH #Google,neutral
8419,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps""",neutral
8420,"Militant attack in Kashmir's Shopian district, 6 injured 
",neutral
8421,Three UK to carry Samsung Galaxy Nexus http://t.co/SwvAcbxC  #android #google,neutral
8422,"India would do well to abolish the says 
",neutral
8423,"Unruly behaviour and violence on our aviation network is regrettable. Each such incident will be investigated and appropri
",neutral
8424,"After law to check private hospitals, takes aol instant messanger at 
",neutral
8425,"In 7Days: cricket's commoner prince, Adityanath's rise, Calcutta's timekeepers, and more. 
",neutral
8426,@karth_vader_ when did you change your nick again? I no longer see any of your tweets on my timeline. Anything wrong with #twitter?,neutral
8427,WHTS GOIN ON #TWITTER FAM,neutral
8428,"7 new species of found in And some are 
",neutral
8429,"to retain TV innings. 
",neutral
8430,Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica,neutral
8431,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai,neutral
8432,@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG,neutral
8433,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/QcDddYrn,neutral
8434,#Microsoft shows 'touch screen' for any surface | Nanotech - The Circuits Blog - CNET News http://t.co/qwhoCf5T via @cnet,neutral
8435,RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...,neutral
8436,RT @smart__reMarks RT @Its_kcheese: some stuff you only find on #TWITTER lolz &lt;---- LMAO,neutral
8437,RT @CNBC: The World's 10 Most Tweeted Moments - Link to Story   http://t.co/iKZiM8i5  #Twitter,neutral
8438,"Ram Guha on what he finds outstanding about Shivshankar Menon's book Choices. 
",neutral
8439,"Sharad wants Gujarat CM arrested for trying to push making meat a communal issue.  
",neutral
8440,"Held detailed discussions with Governor on what is happening in Tamil Nadu, says 
",neutral
8441,"FCRA slap on NGO for lobbying...But was it doing so as part of govt campaign? 
",neutral
8442,"Supreme Court asks 6 states to explain why vigilantes should not be banned. 
",neutral
8443,RT @PacktEnterprise: Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ,neutral
8444,@apple http://t.co/LKm2JzIN,neutral
8445,#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,neutral
8446,"1080p video recording, continuous focus, zoom while recording and time lapse included in Android 4.0. #Google #Android #ICS",neutral
8447,"In court's limit of 500m leaves very few watering holes (and is dry). 
",neutral
8448,"What happened to promised funds for 
",neutral
8449,Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/h8geayT5 #twitter,neutral
